Algoritmo;Paralelo;TamanhoArray;Distribuicao;Threads;Amostra;TempoNanos;TempoMillis
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;2;1618500;1.6185
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;3;1412800;1.4128
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;4;1382400;1.3824
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;5;1557000;1.5570
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;1;1901000;1.9010
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;2;1749600;1.7496
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;3;2258700;2.2587
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;4;2056600;2.0566
Quick Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;5;2060800;2.0608
Merge Sort Serial;false;10000;NEARLY_SORTED;1;1;2114600;2.1146
Merge Sort Serial;false;10000;NEARLY_SORTED;1;2;1361700;1.3617
Merge Sort Serial;false;10000;NEARLY_SORTED;1;3;1311900;1.3119
Merge Sort Serial;false;10000;NEARLY_SORTED;1;4;1462800;1.4628
Merge Sort Serial;false;10000;NEARLY_SORTED;1;5;1326400;1.3264
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;2;1;1951000;1.9510
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;2;2;1495800;1.4958
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;2;3;1777900;1.7779
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;2;4;1627500;1.6275
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;2;5;7792400;7.7924
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;1;2112000;2.1120
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;2;2037000;2.0370
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;3;1602100;1.6021
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;4;1854800;1.8548
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;4;5;2359600;2.3596
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;1;2016200;2.0162
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;2;2282600;2.2826
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;3;2134500;2.1345
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;4;2489000;2.4890
Merge Sort Paralelo (ForkJoin);true;10000;NEARLY_SORTED;8;5;2240000;2.2400
Bubble Sort Serial;false;25000;NEARLY_SORTED;1;1;411355500;411.3555
Bubble Sort Serial;false;25000;NEARLY_SORTED;1;2;385737700;385.7377
Bubble Sort Serial;false;25000;NEARLY_SORTED;1;3;382964400;382.9644
Bubble Sort Serial;false;25000;NEARLY_SORTED;1;4;388404100;388.4041
Bubble Sort Serial;false;25000;NEARLY_SORTED;1;5;385059300;385.0593
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;2;1;231120600;231.1206
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;2;2;225096800;225.0968
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;2;3;234158500;234.1585
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;2;4;213135700;213.1357
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;2;5;205129400;205.1294
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;4;1;141226400;141.2264
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;4;2;130535900;130.5359
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;4;3;151884800;151.8848
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;4;4;133409600;133.4096
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;4;5;136254600;136.2546
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;8;1;283305600;283.3056
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;8;2;228153200;228.1532
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;8;3;286165500;286.1655
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;8;4;225198600;225.1986
Bubble Sort Paralelo (Odd-Even);true;25000;NEARLY_SORTED;8;5;324635300;324.6353
Insertion Sort Serial;false;25000;NEARLY_SORTED;1;1;8656800;8.6568
Insertion Sort Serial;false;25000;NEARLY_SORTED;1;2;8580300;8.5803
Insertion Sort Serial;false;25000;NEARLY_SORTED;1;3;9422400;9.4224
Insertion Sort Serial;false;25000;NEARLY_SORTED;1;4;9203700;9.2037
Insertion Sort Serial;false;25000;NEARLY_SORTED;1;5;9489900;9.4899
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;1;11587300;11.5873
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;2;28218100;28.2181
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;3;11351800;11.3518
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;4;9637500;9.6375
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;5;10008400;10.0084
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;1;5419200;5.4192
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;2;4814600;4.8146
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;3;9423600;9.4236
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;4;6082700;6.0827
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;5;4428700;4.4287
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;1;4683900;4.6839
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;2;2832900;2.8329
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;3;2576300;2.5763
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;4;3106800;3.1068
Insertion Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;5;3452100;3.4521
Quick Sort Serial;false;25000;NEARLY_SORTED;1;1;1636200;1.6362
Quick Sort Serial;false;25000;NEARLY_SORTED;1;2;2084200;2.0842
Quick Sort Serial;false;25000;NEARLY_SORTED;1;3;1755500;1.7555
Quick Sort Serial;false;25000;NEARLY_SORTED;1;4;1553600;1.5536
Quick Sort Serial;false;25000;NEARLY_SORTED;1;5;1617900;1.6179
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;1;2025700;2.0257
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;2;2232500;2.2325
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;3;2662600;2.6626
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;4;1763800;1.7638
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;5;2729500;2.7295
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;1;1954800;1.9548
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;2;2533900;2.5339
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;3;2025100;2.0251
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;4;1622000;1.6220
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;5;1644700;1.6447
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;1;1880300;1.8803
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;2;2199100;2.1991
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;3;1883700;1.8837
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;4;2037100;2.0371
Quick Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;5;2005400;2.0054
Merge Sort Serial;false;25000;NEARLY_SORTED;1;1;5628900;5.6289
Merge Sort Serial;false;25000;NEARLY_SORTED;1;2;3426700;3.4267
Merge Sort Serial;false;25000;NEARLY_SORTED;1;3;3403800;3.4038
Merge Sort Serial;false;25000;NEARLY_SORTED;1;4;3726600;3.7266
Merge Sort Serial;false;25000;NEARLY_SORTED;1;5;3458200;3.4582
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;1;2370800;2.3708
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;2;2552700;2.5527
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;3;2462400;2.4624
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;4;2660800;2.6608
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;2;5;2942300;2.9423
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;1;3252700;3.2527
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;2;2517500;2.5175
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;3;2429000;2.4290
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;4;2785000;2.7850
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;4;5;3876800;3.8768
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;1;3482700;3.4827
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;2;3887000;3.8870
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;3;3691900;3.6919
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;4;2724100;2.7241
Merge Sort Paralelo (ForkJoin);true;25000;NEARLY_SORTED;8;5;2417200;2.4172
Bubble Sort Serial;false;50000;NEARLY_SORTED;1;1;1599575000;1599.5750
Bubble Sort Serial;false;50000;NEARLY_SORTED;1;2;1645253600;1645.2536
Bubble Sort Serial;false;50000;NEARLY_SORTED;1;3;1618801900;1618.8019
Bubble Sort Serial;false;50000;NEARLY_SORTED;1;4;1609552800;1609.5528
Bubble Sort Serial;false;50000;NEARLY_SORTED;1;5;1581266100;1581.2661
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;2;1;950746000;950.7460
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;2;2;1208310400;1208.3104
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;2;3;1240647600;1240.6476
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;2;4;1015381500;1015.3815
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;2;5;911974700;911.9747
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;4;1;572911600;572.9116
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;4;2;650940700;650.9407
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;4;3;833365300;833.3653
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;4;4;626784400;626.7844
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;4;5;729173600;729.1736
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;8;1;1275508900;1275.5089
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;8;2;1442623700;1442.6237
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;8;3;2318868800;2318.8688
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;8;4;1443603200;1443.6032
Bubble Sort Paralelo (Odd-Even);true;50000;NEARLY_SORTED;8;5;1016734400;1016.7344
Insertion Sort Serial;false;50000;NEARLY_SORTED;1;1;33202100;33.2021
Insertion Sort Serial;false;50000;NEARLY_SORTED;1;2;33411400;33.4114
Insertion Sort Serial;false;50000;NEARLY_SORTED;1;3;33552900;33.5529
Insertion Sort Serial;false;50000;NEARLY_SORTED;1;4;34268600;34.2686
Insertion Sort Serial;false;50000;NEARLY_SORTED;1;5;37190600;37.1906
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;1;34748600;34.7486
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;2;33267900;33.2679
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;3;32074000;32.0740
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;4;32647400;32.6474
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;5;42576800;42.5768
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;1;14999100;14.9991
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;2;17421900;17.4219
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;3;15959100;15.9591
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;4;16617700;16.6177
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;5;17720900;17.7209
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;1;6237000;6.2370
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;2;11294000;11.2940
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;3;8675100;8.6751
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;4;9269400;9.2694
Insertion Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;5;7199300;7.1993
Quick Sort Serial;false;50000;NEARLY_SORTED;1;1;3821500;3.8215
Quick Sort Serial;false;50000;NEARLY_SORTED;1;2;3471500;3.4715
Quick Sort Serial;false;50000;NEARLY_SORTED;1;3;3510900;3.5109
Quick Sort Serial;false;50000;NEARLY_SORTED;1;4;3455200;3.4552
Quick Sort Serial;false;50000;NEARLY_SORTED;1;5;3437500;3.4375
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;1;2529900;2.5299
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;2;3619000;3.6190
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;3;2610700;2.6107
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;4;2688400;2.6884
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;5;2435600;2.4356
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;1;2275500;2.2755
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;2;2084100;2.0841
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;3;2517700;2.5177
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;4;2572300;2.5723
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;5;3320000;3.3200
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;1;2473500;2.4735
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;2;3465300;3.4653
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;3;2585600;2.5856
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;4;2485400;2.4854
Quick Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;5;2583300;2.5833
Merge Sort Serial;false;50000;NEARLY_SORTED;1;1;7190200;7.1902
Merge Sort Serial;false;50000;NEARLY_SORTED;1;2;6801800;6.8018
Merge Sort Serial;false;50000;NEARLY_SORTED;1;3;7053200;7.0532
Merge Sort Serial;false;50000;NEARLY_SORTED;1;4;6940800;6.9408
Merge Sort Serial;false;50000;NEARLY_SORTED;1;5;6625800;6.6258
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;1;4833200;4.8332
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;2;4632000;4.6320
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;3;3921000;3.9210
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;4;7325400;7.3254
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;2;5;10874100;10.8741
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;1;4124600;4.1246
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;2;4710400;4.7104
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;3;3709400;3.7094
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;4;3468000;3.4680
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;4;5;4463900;4.4639
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;1;4717100;4.7171
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;2;3318300;3.3183
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;3;4258800;4.2588
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;4;4721400;4.7214
Merge Sort Paralelo (ForkJoin);true;50000;NEARLY_SORTED;8;5;3611300;3.6113
Bubble Sort Serial;false;1000;REVERSED;1;1;1316200;1.3162
Bubble Sort Serial;false;1000;REVERSED;1;2;3206600;3.2066
Bubble Sort Serial;false;1000;REVERSED;1;3;1867900;1.8679
Bubble Sort Serial;false;1000;REVERSED;1;4;1658800;1.6588
Bubble Sort Serial;false;1000;REVERSED;1;5;1299900;1.2999
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;2;1;1201500;1.2015
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;2;2;1185200;1.1852
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;2;3;1112600;1.1126
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;2;4;1111300;1.1113
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;2;5;3300900;3.3009
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;4;1;1595000;1.5950
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;4;2;1623800;1.6238
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;4;3;1484100;1.4841
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;4;4;1487800;1.4878
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;4;5;1445300;1.4453
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;8;1;2704100;2.7041
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;8;2;2429900;2.4299
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;8;3;30490200;30.4902
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;8;4;3183300;3.1833
Bubble Sort Paralelo (Odd-Even);true;1000;REVERSED;8;5;13207000;13.2070
Insertion Sort Serial;false;1000;REVERSED;1;1;222700;0.2227
Insertion Sort Serial;false;1000;REVERSED;1;2;374700;0.3747
Insertion Sort Serial;false;1000;REVERSED;1;3;221400;0.2214
Insertion Sort Serial;false;1000;REVERSED;1;4;221100;0.2211
Insertion Sort Serial;false;1000;REVERSED;1;5;476000;0.4760
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;2;1;1047900;1.0479
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;2;2;1013500;1.0135
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;2;3;1160400;1.1604
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;2;4;1117100;1.1171
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;2;5;1246700;1.2467
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;4;1;1369200;1.3692
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;4;2;1019600;1.0196
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;4;3;1075900;1.0759
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;4;4;1242200;1.2422
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;4;5;1100300;1.1003
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;8;1;1089800;1.0898
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;8;2;1085400;1.0854
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;8;3;1201400;1.2014
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;8;4;1065200;1.0652
Insertion Sort Paralelo (ForkJoin);true;1000;REVERSED;8;5;1210800;1.2108
Quick Sort Serial;false;1000;REVERSED;1;1;51600;0.0516
Quick Sort Serial;false;1000;REVERSED;1;2;51300;0.0513
Quick Sort Serial;false;1000;REVERSED;1;3;44900;0.0449
Quick Sort Serial;false;1000;REVERSED;1;4;47700;0.0477
Quick Sort Serial;false;1000;REVERSED;1;5;54400;0.0544
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;2;1;763100;0.7631
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;2;2;888400;0.8884
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;2;3;620100;0.6201
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;2;4;743400;0.7434
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;2;5;705900;0.7059
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;4;1;710100;0.7101
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;4;2;977400;0.9774
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;4;3;791100;0.7911
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;4;4;715600;0.7156
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;4;5;764300;0.7643
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;8;1;678600;0.6786
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;8;2;915500;0.9155
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;8;3;611900;0.6119
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;8;4;616100;0.6161
Quick Sort Paralelo (ForkJoin);true;1000;REVERSED;8;5;624400;0.6244
Merge Sort Serial;false;1000;REVERSED;1;1;120300;0.1203
Merge Sort Serial;false;1000;REVERSED;1;2;120500;0.1205
Merge Sort Serial;false;1000;REVERSED;1;3;177700;0.1777
Merge Sort Serial;false;1000;REVERSED;1;4;177100;0.1771
Merge Sort Serial;false;1000;REVERSED;1;5;210600;0.2106
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;2;1;799000;0.7990
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;2;2;704800;0.7048
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;2;3;711100;0.7111
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;2;4;743000;0.7430
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;2;5;695900;0.6959
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;4;1;1302400;1.3024
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;4;2;763900;0.7639
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;4;3;774500;0.7745
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;4;4;1008700;1.0087
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;4;5;750600;0.7506
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;8;1;675700;0.6757
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;8;2;1001000;1.0010
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;8;3;777200;0.7772
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;8;4;1030700;1.0307
Merge Sort Paralelo (ForkJoin);true;1000;REVERSED;8;5;710600;0.7106
Bubble Sort Serial;false;5000;REVERSED;1;1;28193500;28.1935
Bubble Sort Serial;false;5000;REVERSED;1;2;29186700;29.1867
Bubble Sort Serial;false;5000;REVERSED;1;3;29123400;29.1234
Bubble Sort Serial;false;5000;REVERSED;1;4;29124100;29.1241
Bubble Sort Serial;false;5000;REVERSED;1;5;31796300;31.7963
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;1;10848100;10.8481
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;2;8486000;8.4860
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;3;7858000;7.8580
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;4;8675800;8.6758
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;5;7913100;7.9131
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;1;7938900;7.9389
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;2;8421500;8.4215
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;3;12573800;12.5738
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;4;9585400;9.5854
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;5;11228500;11.2285
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;1;72966300;72.9663
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;2;57707000;57.7070
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;3;18908000;18.9080
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;4;34291600;34.2916
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;5;23370300;23.3703
Insertion Sort Serial;false;5000;REVERSED;1;1;7935600;7.9356
Insertion Sort Serial;false;5000;REVERSED;1;2;5943400;5.9434
Insertion Sort Serial;false;5000;REVERSED;1;3;5900400;5.9004
Insertion Sort Serial;false;5000;REVERSED;1;4;6558600;6.5586
Insertion Sort Serial;false;5000;REVERSED;1;5;5263900;5.2639
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;1;5353500;5.3535
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;2;5707300;5.7073
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;3;6045600;6.0456
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;4;6425300;6.4253
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;5;5108900;5.1089
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;1;3321800;3.3218
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;2;3483800;3.4838
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;3;3927300;3.9273
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;4;3700300;3.7003
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;5;3831500;3.8315
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;1;2702600;2.7026
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;2;2946900;2.9469
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;3;3208000;3.2080
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;4;2357100;2.3571
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;5;3043400;3.0434
Quick Sort Serial;false;5000;REVERSED;1;1;302400;0.3024
Quick Sort Serial;false;5000;REVERSED;1;2;188000;0.1880
Quick Sort Serial;false;5000;REVERSED;1;3;304800;0.3048
Quick Sort Serial;false;5000;REVERSED;1;4;263300;0.2633
Quick Sort Serial;false;5000;REVERSED;1;5;229900;0.2299
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;1;1029000;1.0290
