Algoritmo;Paralelo;TamanhoArray;Distribuicao;Threads;Amostra;TempoNanos;TempoMillis
Merge Sort Serial;false;100;RANDOM;1;1;84600;0.0846
Merge Sort Serial;false;100;RANDOM;1;2;53500;0.0535
Merge Sort Serial;false;100;RANDOM;1;3;88300;0.0883
Merge Sort Serial;false;100;RANDOM;1;4;53400;0.0534
Merge Sort Serial;false;100;RANDOM;1;5;40700;0.0407
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;1;1168800;1.1688
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;2;1552200;1.5522
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;3;954600;0.9546
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;4;1023000;1.0230
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;5;1130900;1.1309
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;1;955000;0.9550
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;2;925200;0.9252
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;3;954800;0.9548
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;4;1922000;1.9220
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;5;1475800;1.4758
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;1;897200;0.8972
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;2;838800;0.8388
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;3;1056800;1.0568
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;4;873200;0.8732
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;5;3487300;3.4873
Merge Sort Serial;false;500;RANDOM;1;1;327300;0.3273
Merge Sort Serial;false;500;RANDOM;1;2;129600;0.1296
Merge Sort Serial;false;500;RANDOM;1;3;103100;0.1031
Merge Sort Serial;false;500;RANDOM;1;4;129300;0.1293
Merge Sort Serial;false;500;RANDOM;1;5;142200;0.1422
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;1;1049600;1.0496
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;2;1748600;1.7486
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;3;978700;0.9787
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;4;886500;0.8865
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;5;977300;0.9773
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;1;1333000;1.3330
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;2;904900;0.9049
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;3;943400;0.9434
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;4;1067100;1.0671
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;5;1086400;1.0864
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;1;2701300;2.7013
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;2;1053500;1.0535
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;3;1258200;1.2582
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;4;4401700;4.4017
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;5;1105200;1.1052
Merge Sort Serial;false;100;NEARLY_SORTED;1;1;37800;0.0378
Merge Sort Serial;false;100;NEARLY_SORTED;1;2;53300;0.0533
Merge Sort Serial;false;100;NEARLY_SORTED;1;3;46400;0.0464
Merge Sort Serial;false;100;NEARLY_SORTED;1;4;41100;0.0411
Merge Sort Serial;false;100;NEARLY_SORTED;1;5;35200;0.0352
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;1;891100;0.8911
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;2;847100;0.8471
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;3;685300;0.6853
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;4;778600;0.7786
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;5;885500;0.8855
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;1;888900;0.8889
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;2;811600;0.8116
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;3;858500;0.8585
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;4;1049200;1.0492
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;5;1661700;1.6617
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;1;1230700;1.2307
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;2;1076000;1.0760
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;3;834500;0.8345
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;4;821700;0.8217
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;5;879700;0.8797
Merge Sort Serial;false;500;NEARLY_SORTED;1;1;107700;0.1077
Merge Sort Serial;false;500;NEARLY_SORTED;1;2;116800;0.1168
Merge Sort Serial;false;500;NEARLY_SORTED;1;3;105500;0.1055
Merge Sort Serial;false;500;NEARLY_SORTED;1;4;98100;0.0981
Merge Sort Serial;false;500;NEARLY_SORTED;1;5;103300;0.1033
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;1;1406800;1.4068
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;2;816800;0.8168
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;3;1087900;1.0879
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;4;1019900;1.0199
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;5;947500;0.9475
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;1;994900;0.9949
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;2;849900;0.8499
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;3;932600;0.9326
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;4;1029400;1.0294
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;5;966500;0.9665
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;1;1013500;1.0135
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;2;1233700;1.2337
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;3;1032100;1.0321
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;4;1298500;1.2985
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;5;858300;0.8583
Merge Sort Serial;false;100;REVERSED;1;1;37300;0.0373
Merge Sort Serial;false;100;REVERSED;1;2;32500;0.0325
Merge Sort Serial;false;100;REVERSED;1;3;30000;0.0300
Merge Sort Serial;false;100;REVERSED;1;4;34100;0.0341
Merge Sort Serial;false;100;REVERSED;1;5;34400;0.0344
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;1;921000;0.9210
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;2;1596500;1.5965
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;3;1750900;1.7509
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;4;2167600;2.1676
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;5;1117500;1.1175
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;1;1310100;1.3101
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;2;1257800;1.2578
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;3;817700;0.8177
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;4;2580300;2.5803
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;5;6282300;6.2823
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;1;1481000;1.4810
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;2;767700;0.7677
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;3;1085800;1.0858
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;4;898400;0.8984
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;5;798500;0.7985
Merge Sort Serial;false;500;REVERSED;1;1;83300;0.0833
Merge Sort Serial;false;500;REVERSED;1;2;87300;0.0873
Merge Sort Serial;false;500;REVERSED;1;3;80700;0.0807
Merge Sort Serial;false;500;REVERSED;1;4;62100;0.0621
Merge Sort Serial;false;500;REVERSED;1;5;131000;0.1310
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;1;1043700;1.0437
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;2;1013500;1.0135
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;3;963100;0.9631
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;4;974600;0.9746
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;5;945600;0.9456
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;1;862100;0.8621
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;2;937800;0.9378
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;3;935600;0.9356
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;4;1747900;1.7479
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;5;1329000;1.3290
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;1;950700;0.9507
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;2;905100;0.9051
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;3;1865200;1.8652
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;4;835300;0.8353
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;5;956500;0.9565
Bubble Sort Serial;false;100;RANDOM;1;1;174400;0.1744
Bubble Sort Serial;false;100;RANDOM;1;2;54400;0.0544
Bubble Sort Serial;false;100;RANDOM;1;3;201600;0.2016
Bubble Sort Serial;false;100;RANDOM;1;4;49400;0.0494
Bubble Sort Serial;false;100;RANDOM;1;5;193500;0.1935
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;2;1;922100;0.9221
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;2;2;1491200;1.4912
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;2;3;832900;0.8329
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;2;4;871400;0.8714
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;2;5;1043900;1.0439
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;4;1;1908000;1.9080
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;4;2;3530100;3.5301
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;4;3;1544000;1.5440
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;4;4;1837400;1.8374
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;4;5;1500000;1.5000
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;8;1;9259800;9.2598
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;8;2;7699200;7.6992
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;8;3;12675500;12.6755
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;8;4;27592400;27.5924
Bubble Sort Paralelo (Odd-Even);true;100;RANDOM;8;5;11862600;11.8626
Insertion Sort Serial;false;100;RANDOM;1;1;23800;0.0238
Insertion Sort Serial;false;100;RANDOM;1;2;19900;0.0199
Insertion Sort Serial;false;100;RANDOM;1;3;20900;0.0209
Insertion Sort Serial;false;100;RANDOM;1;4;13600;0.0136
Insertion Sort Serial;false;100;RANDOM;1;5;17400;0.0174
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;2;1;977800;0.9778
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;2;2;1731700;1.7317
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;2;3;2074000;2.0740
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;2;4;1307300;1.3073
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;2;5;1417100;1.4171
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;4;1;1583900;1.5839
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;4;2;1261000;1.2610
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;4;3;1773800;1.7738
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;4;4;1365300;1.3653
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;4;5;1009100;1.0091
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;8;1;993100;0.9931
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;8;2;1049000;1.0490
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;8;3;1094800;1.0948
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;8;4;1239000;1.2390
Insertion Sort Paralelo (ForkJoin);true;100;RANDOM;8;5;2807500;2.8075
Quick Sort Serial;false;100;RANDOM;1;1;62200;0.0622
Quick Sort Serial;false;100;RANDOM;1;2;17700;0.0177
Quick Sort Serial;false;100;RANDOM;1;3;12700;0.0127
Quick Sort Serial;false;100;RANDOM;1;4;12300;0.0123
Quick Sort Serial;false;100;RANDOM;1;5;14200;0.0142
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;2;1;911400;0.9114
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;2;2;824600;0.8246
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;2;3;1140300;1.1403
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;2;4;2001300;2.0013
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;2;5;1068300;1.0683
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;4;1;902800;0.9028
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;4;2;837100;0.8371
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;4;3;2266700;2.2667
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;4;4;1348700;1.3487
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;4;5;1324200;1.3242
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;8;1;2847500;2.8475
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;8;2;1287400;1.2874
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;8;3;1941600;1.9416
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;8;4;1394800;1.3948
Quick Sort Paralelo (ForkJoin);true;100;RANDOM;8;5;91790800;91.7908
Merge Sort Serial;false;100;RANDOM;1;1;101500;0.1015
Merge Sort Serial;false;100;RANDOM;1;2;46700;0.0467
Merge Sort Serial;false;100;RANDOM;1;3;47700;0.0477
Merge Sort Serial;false;100;RANDOM;1;4;61500;0.0615
Merge Sort Serial;false;100;RANDOM;1;5;52600;0.0526
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;1;1219000;1.2190
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;2;1671800;1.6718
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;3;1325000;1.3250
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;4;1602700;1.6027
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;2;5;1153700;1.1537
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;1;823700;0.8237
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;2;812000;0.8120
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;3;922200;0.9222
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;4;673100;0.6731
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;4;5;683600;0.6836
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;1;683700;0.6837
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;2;819500;0.8195
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;3;1019600;1.0196
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;4;741500;0.7415
Merge Sort Paralelo (ForkJoin);true;100;RANDOM;8;5;733000;0.7330
Bubble Sort Serial;false;500;RANDOM;1;1;618200;0.6182
Bubble Sort Serial;false;500;RANDOM;1;2;645900;0.6459
Bubble Sort Serial;false;500;RANDOM;1;3;506600;0.5066
Bubble Sort Serial;false;500;RANDOM;1;4;689800;0.6898
Bubble Sort Serial;false;500;RANDOM;1;5;370500;0.3705
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;2;1;4497100;4.4971
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;2;2;4778200;4.7782
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;2;3;4667600;4.6676
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;2;4;2647200;2.6472
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;2;5;2415100;2.4151
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;4;1;3615500;3.6155
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;4;2;1302500;1.3025
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;4;3;1177300;1.1773
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;4;4;1130700;1.1307
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;4;5;1211400;1.2114
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;8;1;5383700;5.3837
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;8;2;2083700;2.0837
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;8;3;22974600;22.9746
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;8;4;22413700;22.4137
Bubble Sort Paralelo (Odd-Even);true;500;RANDOM;8;5;16078000;16.0780
Insertion Sort Serial;false;500;RANDOM;1;1;40000;0.0400
Insertion Sort Serial;false;500;RANDOM;1;2;40300;0.0403
Insertion Sort Serial;false;500;RANDOM;1;3;39500;0.0395
Insertion Sort Serial;false;500;RANDOM;1;4;39700;0.0397
Insertion Sort Serial;false;500;RANDOM;1;5;38600;0.0386
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;2;1;1040600;1.0406
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;2;2;1014700;1.0147
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;2;3;1282200;1.2822
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;2;4;1462400;1.4624
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;2;5;1052300;1.0523
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;4;1;1115200;1.1152
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;4;2;853900;0.8539
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;4;3;818700;0.8187
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;4;4;841200;0.8412
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;4;5;810900;0.8109
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;8;1;968500;0.9685
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;8;2;1065800;1.0658
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;8;3;805000;0.8050
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;8;4;941300;0.9413
Insertion Sort Paralelo (ForkJoin);true;500;RANDOM;8;5;933800;0.9338
Quick Sort Serial;false;500;RANDOM;1;1;43700;0.0437
Quick Sort Serial;false;500;RANDOM;1;2;47500;0.0475
Quick Sort Serial;false;500;RANDOM;1;3;43400;0.0434
Quick Sort Serial;false;500;RANDOM;1;4;43700;0.0437
Quick Sort Serial;false;500;RANDOM;1;5;39800;0.0398
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;2;1;951100;0.9511
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;2;2;1099200;1.0992
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;2;3;724400;0.7244
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;2;4;826700;0.8267
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;2;5;857700;0.8577
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;4;1;957400;0.9574
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;4;2;1039100;1.0391
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;4;3;1211800;1.2118
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;4;4;687400;0.6874
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;4;5;835600;0.8356
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;8;1;728500;0.7285
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;8;2;730400;0.7304
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;8;3;1126100;1.1261
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;8;4;753200;0.7532
Quick Sort Paralelo (ForkJoin);true;500;RANDOM;8;5;839600;0.8396
Merge Sort Serial;false;500;RANDOM;1;1;99800;0.0998
Merge Sort Serial;false;500;RANDOM;1;2;96900;0.0969
Merge Sort Serial;false;500;RANDOM;1;3;133500;0.1335
Merge Sort Serial;false;500;RANDOM;1;4;162800;0.1628
Merge Sort Serial;false;500;RANDOM;1;5;96700;0.0967
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;1;1017400;1.0174
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;2;1073200;1.0732
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;3;707600;0.7076
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;4;939400;0.9394
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;2;5;961700;0.9617
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;1;1313700;1.3137
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;2;959200;0.9592
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;3;1005300;1.0053
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;4;1405000;1.4050
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;4;5;866100;0.8661
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;1;1140400;1.1404
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;2;1113200;1.1132
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;3;1048200;1.0482
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;4;793400;0.7934
Merge Sort Paralelo (ForkJoin);true;500;RANDOM;8;5;1078800;1.0788
Bubble Sort Serial;false;100;NEARLY_SORTED;1;1;11300;0.0113
Bubble Sort Serial;false;100;NEARLY_SORTED;1;2;11800;0.0118
Bubble Sort Serial;false;100;NEARLY_SORTED;1;3;9000;0.0090
Bubble Sort Serial;false;100;NEARLY_SORTED;1;4;17100;0.0171
Bubble Sort Serial;false;100;NEARLY_SORTED;1;5;9800;0.0098
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;2;1;885200;0.8852
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;2;2;722900;0.7229
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;2;3;734400;0.7344
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;2;4;699000;0.6990
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;2;5;874300;0.8743
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;4;1;1092800;1.0928
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;4;2;1344200;1.3442
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;4;3;890200;0.8902
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;4;4;1216300;1.2163
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;4;5;920700;0.9207
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;8;1;2557800;2.5578
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;8;2;4853500;4.8535
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;8;3;2796200;2.7962
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;8;4;13288500;13.2885
Bubble Sort Paralelo (Odd-Even);true;100;NEARLY_SORTED;8;5;9114100;9.1141
Insertion Sort Serial;false;100;NEARLY_SORTED;1;1;6300;0.0063
Insertion Sort Serial;false;100;NEARLY_SORTED;1;2;6400;0.0064
Insertion Sort Serial;false;100;NEARLY_SORTED;1;3;7500;0.0075
Insertion Sort Serial;false;100;NEARLY_SORTED;1;4;7500;0.0075
Insertion Sort Serial;false;100;NEARLY_SORTED;1;5;6100;0.0061
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;1;936100;0.9361
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;2;711100;0.7111
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;3;842500;0.8425
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;4;743500;0.7435
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;5;848100;0.8481
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;1;1174700;1.1747
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;2;1011200;1.0112
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;3;856400;0.8564
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;4;831500;0.8315
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;5;1202600;1.2026
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;1;781300;0.7813
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;2;871200;0.8712
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;3;1112500;1.1125
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;4;638900;0.6389
Insertion Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;5;690000;0.6900
Quick Sort Serial;false;100;NEARLY_SORTED;1;1;18100;0.0181
Quick Sort Serial;false;100;NEARLY_SORTED;1;2;20300;0.0203
Quick Sort Serial;false;100;NEARLY_SORTED;1;3;19900;0.0199
Quick Sort Serial;false;100;NEARLY_SORTED;1;4;20500;0.0205
Quick Sort Serial;false;100;NEARLY_SORTED;1;5;21600;0.0216
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;1;868400;0.8684
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;2;877500;0.8775
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;3;870100;0.8701
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;4;801800;0.8018
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;5;878400;0.8784
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;1;1143900;1.1439
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;2;906600;0.9066
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;3;1059900;1.0599
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;4;930300;0.9303
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;5;904800;0.9048
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;1;881100;0.8811
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;2;765700;0.7657
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;3;755000;0.7550
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;4;890500;0.8905
Quick Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;5;814000;0.8140
